Date,pH.14,pH.15,pH.13
6/17/2016 9:00,7.98,7.86,7.7
6/17/2016 9:15,7.99,7.86,7.69
6/17/2016 9:30,8,7.87,7.7
6/17/2016 9:45,8,7.88,7.72
6/17/2016 10:00,8.02,7.89,7.72
6/17/2016 10:15,8.03,7.91,7.71
6/17/2016 10:30,8.03,7.91,7.74
6/17/2016 10:45,8.03,7.91,7.73
6/17/2016 11:00,8.04,7.92,7.74
6/17/2016 11:15,8.05,7.93,7.75
6/17/2016 11:30,8.08,7.94,7.75
6/17/2016 11:45,8.09,7.95,7.77
6/17/2016 11:55,8.1,7.97,7.79
6/17/2016 12:10,8.11,7.98,7.78
6/17/2016 12:25,8.12,7.98,7.78
6/17/2016 12:40,8.12,7.99,7.81
6/17/2016 12:55,8.14,8,7.81
6/17/2016 13:10,8.14,8.01,7.79
6/17/2016 13:25,8.15,8,7.81
6/17/2016 13:40,8.15,8.02,7.81
6/17/2016 13:55,8.16,8.04,7.83
6/17/2016 14:10,8.17,8.01,7.84
6/17/2016 14:25,8.18,8.03,7.86
6/17/2016 14:40,8.18,8.03,7.83
6/17/2016 14:55,8.17,8.03,7.84
6/17/2016 15:10,8.17,8.04,7.81
6/17/2016 15:25,8.17,8.04,7.81
6/17/2016 15:40,8.17,8.04,7.8
6/17/2016 15:55,8.17,8.04,7.8
6/17/2016 16:10,8.17,8.04,7.8
6/17/2016 16:25,8.17,8.03,7.8
6/17/2016 16:40,8.16,8.04,7.78
6/17/2016 16:55,8.15,8.03,7.78
6/17/2016 17:10,8.14,8.03,7.78
6/17/2016 17:25,8.14,8.02,7.78
6/17/2016 17:40,8.12,8.02,7.76
6/17/2016 17:55,8.11,8.01,7.76
6/17/2016 18:10,8.11,8.01,7.76
6/17/2016 18:25,8.11,8,7.76
6/17/2016 18:40,8.1,7.99,7.73
6/17/2016 18:55,8.1,7.99,7.74
6/17/2016 19:10,NA,NA,NA
6/17/2016 19:25,8.08,7.98,7.74
6/17/2016 19:40,8.08,7.97,7.74
6/17/2016 19:55,8.07,7.97,7.74
6/17/2016 20:10,8.07,7.96,7.74
6/17/2016 20:25,8.06,7.95,7.74
6/17/2016 20:40,8.05,7.95,7.72
6/17/2016 20:55,8.05,7.94,7.73
6/17/2016 21:10,8.05,7.94,7.72
6/17/2016 21:25,8.04,7.94,7.72
6/17/2016 21:40,8.03,7.93,7.72
6/17/2016 21:55,8.03,7.93,7.72
6/17/2016 22:10,8.03,7.93,7.72
6/17/2016 22:25,8.03,7.92,7.71
6/17/2016 22:40,8,7.92,7.71
6/17/2016 22:55,8.02,7.91,7.71
6/17/2016 23:10,8.01,7.91,7.71
6/17/2016 23:25,8.01,7.91,7.71
6/17/2016 23:40,8.01,7.91,7.7
6/17/2016 23:55,8.01,7.89,7.71
6/18/2016 0:10,8,7.89,7.71
6/18/2016 0:25,8,7.89,7.71
6/18/2016 0:40,8,7.89,7.69
6/18/2016 0:55,8,7.9,7.69
6/18/2016 1:10,8,7.9,7.69
6/18/2016 1:25,8,7.89,7.69
6/18/2016 1:40,NA,NA,NA
6/18/2016 1:55,8,7.89,7.7
6/18/2016 2:10,8,7.89,7.69
6/18/2016 2:25,8,7.89,7.69
6/18/2016 2:40,8,7.89,7.69
6/18/2016 2:55,7.99,7.89,7.69
6/18/2016 3:10,7.99,7.87,7.67
6/18/2016 3:25,7.99,7.87,7.67
6/18/2016 3:40,7.99,7.87,7.67
6/18/2016 3:55,7.99,7.87,7.67
6/18/2016 4:10,7.99,7.87,7.67
6/18/2016 4:25,7.99,7.87,7.68
6/18/2016 4:40,7.99,7.87,7.67
6/18/2016 4:55,7.99,7.87,7.67
6/18/2016 5:10,7.99,7.87,7.68
6/18/2016 5:25,7.99,7.87,7.65
6/18/2016 5:40,7.99,7.87,7.66
6/18/2016 5:55,7.99,7.87,7.65
6/18/2016 6:10,7.98,7.87,7.64
6/18/2016 6:25,7.98,7.87,7.65
6/18/2016 6:40,7.98,7.87,7.65
6/18/2016 6:55,7.99,7.87,7.65
6/18/2016 7:10,7.99,7.87,7.66
6/18/2016 7:25,7.99,7.87,7.65
6/18/2016 7:40,7.99,7.87,7.65
6/18/2016 7:55,7.99,7.88,7.66
6/18/2016 8:10,8,7.88,7.65
6/18/2016 8:25,8,7.88,7.66
6/18/2016 8:40,8.01,7.89,7.68
6/18/2016 8:55,8.01,7.91,7.68
6/18/2016 9:10,8.02,7.91,7.7
6/18/2016 9:25,8.03,7.92,7.68
6/18/2016 9:40,8.04,7.93,7.72
6/18/2016 9:55,8.05,7.93,7.72
6/18/2016 10:10,8.05,7.95,7.72
6/18/2016 10:25,8.06,7.95,7.75
6/18/2016 10:40,8.07,7.95,7.76
6/18/2016 10:55,8.09,7.97,7.75
6/18/2016 11:10,8.09,7.97,7.76
6/18/2016 11:25,8.1,7.99,7.75
6/18/2016 11:40,8.11,7.99,7.76
6/18/2016 11:55,8.12,8,7.76
6/18/2016 12:10,8.12,8.01,7.77
6/18/2016 12:25,8.15,8.04,7.78
6/18/2016 12:40,8.16,8.03,7.81
6/18/2016 12:55,8.17,8.03,7.81
6/18/2016 13:10,8.17,8.03,7.79
6/18/2016 13:25,8.18,8.05,7.82
6/18/2016 13:40,8.18,8.04,7.8
6/18/2016 13:55,8.18,8.06,7.81
6/18/2016 14:10,8.19,8.07,7.84
6/18/2016 14:25,8.19,8.05,7.85
6/18/2016 14:40,8.2,8.05,7.83
6/18/2016 14:55,8.19,8.07,7.83
6/18/2016 15:10,8.19,8.07,7.83
6/18/2016 15:25,8.19,8.06,7.83
6/18/2016 15:40,NA,NA,NA
6/18/2016 15:55,8.18,8.08,7.82
6/18/2016 16:10,8.18,8.08,7.8
6/18/2016 16:25,8.19,8.09,7.8
6/18/2016 16:40,8.18,8.06,7.78
6/18/2016 16:55,8.18,8.07,7.8
6/18/2016 17:10,8.17,8.05,7.79
6/18/2016 17:25,8.17,8.05,7.77
6/18/2016 17:40,8.16,8.04,7.76
6/18/2016 17:55,8.16,8.03,7.77
6/18/2016 18:10,8.15,8.03,7.75
6/18/2016 18:25,8.14,8.02,7.77
6/18/2016 18:40,8.14,8.01,7.73
6/18/2016 18:55,8.12,8,7.75
6/18/2016 19:10,8.11,7.99,7.74
6/18/2016 19:25,8.1,7.99,7.73
6/18/2016 19:40,8.09,7.98,7.74
6/18/2016 19:55,8.09,7.97,7.73
6/18/2016 20:10,8.08,7.97,7.74
6/18/2016 20:25,8.07,7.96,7.74
6/18/2016 20:40,8.07,7.95,7.72
6/18/2016 20:55,8.06,7.94,7.73
6/18/2016 21:10,8.06,7.94,7.72
6/18/2016 21:25,8.05,7.94,7.72
6/18/2016 21:40,8.05,7.93,7.72
6/18/2016 21:55,8.05,7.93,7.72
6/18/2016 22:10,8.04,7.92,7.72
6/18/2016 22:25,8.04,7.92,7.71
6/18/2016 22:40,8.04,7.92,7.71
6/18/2016 22:55,8.03,7.92,7.71
6/18/2016 23:10,8.03,7.92,7.71
6/18/2016 23:25,8.03,7.91,7.71
6/18/2016 23:40,8.03,7.91,7.71
6/18/2016 23:55,8.03,7.91,7.71
6/19/2016 0:10,8.03,7.91,7.71
6/19/2016 0:25,8.03,7.91,7.71
6/19/2016 0:40,8.03,7.89,7.69
6/19/2016 0:55,8,7.89,7.69
6/19/2016 1:10,8,7.89,7.69
6/19/2016 1:25,8,7.89,7.69
6/19/2016 1:40,8,7.88,7.69
6/19/2016 1:55,8,7.88,7.69
6/19/2016 2:10,7.99,7.88,7.69
6/19/2016 2:25,7.99,7.88,7.69
6/19/2016 2:40,7.99,7.87,7.7
6/19/2016 2:55,7.99,7.87,7.69
6/19/2016 3:10,7.98,7.87,7.67
6/19/2016 3:25,7.98,7.87,7.67
6/19/2016 3:40,7.98,7.86,7.68
6/19/2016 3:55,7.98,7.86,7.67
6/19/2016 4:10,7.98,7.86,7.68
6/19/2016 4:25,7.97,7.86,7.68
6/19/2016 4:40,7.97,7.85,7.67
6/19/2016 4:55,7.97,7.85,7.67
6/19/2016 5:10,7.96,7.85,7.67
6/19/2016 5:25,7.96,7.85,7.65
6/19/2016 5:40,7.96,7.85,7.66
6/19/2016 5:55,7.96,7.85,7.65
6/19/2016 6:10,7.96,7.84,7.65
6/19/2016 6:25,7.96,7.84,7.66
6/19/2016 6:40,7.96,7.85,7.65
6/19/2016 6:55,7.96,7.85,7.65
6/19/2016 7:10,7.96,7.85,7.65
6/19/2016 7:25,7.96,7.85,7.65
6/19/2016 7:40,7.97,7.85,7.65
6/19/2016 7:55,7.97,7.87,7.65
6/19/2016 8:10,7.98,7.87,7.65
6/19/2016 8:25,7.99,7.88,7.67
6/19/2016 8:40,7.99,7.89,7.67
6/19/2016 8:55,8,7.89,7.69
6/19/2016 9:10,8,7.9,7.67
6/19/2016 9:25,8.02,7.91,7.72
6/19/2016 9:40,8.03,7.92,7.7
6/19/2016 9:55,8.04,7.91,7.7
6/19/2016 10:10,8.05,7.93,7.7
6/19/2016 10:25,8.06,7.91,7.71
6/19/2016 10:40,8.05,7.95,7.73
6/19/2016 10:55,8.07,7.96,7.76
6/19/2016 11:10,8.08,7.96,7.74
6/19/2016 11:25,8.08,7.97,7.76
6/19/2016 11:40,8.09,7.97,7.76
6/19/2016 11:55,8.1,7.99,7.76
6/19/2016 12:10,8.11,7.99,7.76
6/19/2016 12:25,8.11,7.98,7.77
6/19/2016 12:40,8.12,7.99,7.77
6/19/2016 12:55,8.14,8.01,7.8
6/19/2016 13:10,8.15,8.04,7.82
6/19/2016 13:25,8.15,8.04,7.83
6/19/2016 13:40,8.18,8.04,7.83
6/19/2016 13:55,8.17,8.03,7.8
6/19/2016 14:10,8.2,8.04,7.81
6/19/2016 14:25,8.21,8.05,7.85
6/19/2016 14:40,8.21,8.05,7.84
6/19/2016 14:55,8.21,8.05,7.82
6/19/2016 15:10,8.2,8.05,7.82
6/19/2016 15:25,NA,NA,NA
6/19/2016 15:40,8.2,8.07,7.8
6/19/2016 15:55,8.2,8.05,7.8
6/19/2016 16:10,8.21,8.08,7.8
6/19/2016 16:25,8.21,8.08,7.8
6/19/2016 16:40,8.21,8.04,7.78
6/19/2016 16:55,8.2,8.04,7.78
6/19/2016 17:10,8.19,8.04,7.77
6/19/2016 17:25,8.16,8.05,7.79
6/19/2016 17:40,8.15,8.03,7.76
6/19/2016 17:55,8.15,8.02,7.76
6/19/2016 18:10,8.14,8.01,7.78
6/19/2016 18:25,8.14,8.01,7.76
6/19/2016 18:40,8.13,7.99,7.73
6/19/2016 18:55,8.13,7.98,7.74
6/19/2016 19:10,8.13,7.97,7.74
6/19/2016 19:25,8.12,7.97,7.74
6/19/2016 19:40,8.11,7.96,7.74
6/19/2016 19:55,8.08,7.96,7.74
6/19/2016 20:10,8.1,7.94,7.75
6/19/2016 20:25,8.09,7.94,7.74
6/19/2016 20:40,8.08,7.93,7.72
6/19/2016 20:55,8.08,7.93,7.72
6/19/2016 21:10,8.08,7.92,7.72
6/19/2016 21:25,8.07,7.91,7.72
6/19/2016 21:40,8.06,7.91,7.72
6/19/2016 21:55,8.05,7.91,7.72
6/19/2016 22:10,8.05,7.91,7.72
6/19/2016 22:25,8.05,7.89,7.71
6/19/2016 22:40,8.05,7.89,7.72
6/19/2016 22:55,8.03,7.89,7.71
6/19/2016 23:10,8.03,7.88,7.72
6/19/2016 23:25,8.03,7.88,7.72
6/19/2016 23:40,8.02,7.88,7.72
6/19/2016 23:55,8.02,7.88,7.71
6/20/2016 0:10,7.99,7.87,7.71
6/20/2016 0:25,7.99,7.87,7.71
6/20/2016 0:40,7.99,7.87,7.69
6/20/2016 0:55,7.99,7.87,7.69
6/20/2016 1:10,7.98,7.87,7.69
6/20/2016 1:25,7.99,7.87,7.69
6/20/2016 1:40,7.99,7.88,7.69
6/20/2016 1:55,7.98,7.87,7.69
6/20/2016 2:10,7.98,7.87,7.69
6/20/2016 2:25,7.98,7.87,7.69
6/20/2016 2:40,7.97,7.87,7.69
6/20/2016 2:55,7.97,7.87,7.7
6/20/2016 3:10,7.97,7.87,7.67
6/20/2016 3:25,7.96,7.86,7.68
6/20/2016 3:40,7.96,7.86,7.67
6/20/2016 3:55,7.96,7.86,7.67
6/20/2016 4:10,7.96,7.86,7.67
6/20/2016 4:25,7.96,7.87,7.67
6/20/2016 4:40,7.96,7.87,7.67
6/20/2016 4:55,7.96,7.87,7.68
6/20/2016 5:10,7.96,7.87,7.67
6/20/2016 5:25,7.96,7.87,7.65
6/20/2016 5:40,7.96,7.87,7.66
6/20/2016 5:55,7.96,7.87,7.65
6/20/2016 6:10,7.96,7.87,7.65
6/20/2016 6:25,7.96,7.87,7.65
6/20/2016 6:40,7.96,7.87,7.66
6/20/2016 6:55,7.96,7.87,7.65
6/20/2016 7:10,7.96,7.86,7.65
6/20/2016 7:25,7.96,7.86,7.65
6/20/2016 7:40,7.96,7.86,7.66
6/20/2016 7:55,7.96,7.86,7.65
6/20/2016 8:10,7.96,7.87,7.65
6/20/2016 8:25,7.96,7.86,7.67
6/20/2016 8:40,7.97,7.86,7.67
6/20/2016 8:55,7.97,7.89,7.71
6/20/2016 9:10,7.98,7.88,7.7
6/20/2016 9:25,7.99,7.88,7.69
6/20/2016 9:40,7.99,7.89,7.7
6/20/2016 9:55,8,7.9,7.7
6/20/2016 10:10,8,7.92,7.7
6/20/2016 10:25,8.02,7.92,7.71
6/20/2016 10:40,8.04,7.92,7.71
6/20/2016 10:55,8.04,7.93,7.73
6/20/2016 11:10,8.05,7.93,7.74
6/20/2016 11:25,8.05,7.95,7.75
6/20/2016 11:40,8.06,7.94,7.78
6/20/2016 11:55,8.06,7.95,7.77
6/20/2016 12:10,8.06,7.96,7.77
6/20/2016 12:25,8.08,7.95,7.77
6/20/2016 12:40,8.1,7.99,7.84
6/20/2016 12:55,8.11,7.99,7.81
6/20/2016 13:10,8.13,8.01,7.82
6/20/2016 13:25,8.14,8.01,7.83
6/20/2016 13:40,8.15,8.02,7.83
6/20/2016 13:55,8.17,8.04,7.82
6/20/2016 14:10,8.18,8.04,7.83
6/20/2016 14:25,8.19,8.04,7.86
6/20/2016 14:40,8.2,8.04,7.85
6/20/2016 14:55,8.2,8.05,7.82
6/20/2016 15:10,8.21,8.06,7.81
6/20/2016 15:25,8.2,8.05,7.82
6/20/2016 15:40,8.18,8.08,7.79
6/20/2016 15:55,8.17,8.08,7.79
6/20/2016 16:10,8.16,8.08,7.79
6/20/2016 16:25,8.15,8.04,7.78
6/20/2016 16:40,8.15,8.07,7.77
6/20/2016 16:55,8.15,8.06,7.77
6/20/2016 17:10,8.14,8.04,7.77
6/20/2016 17:25,8.12,8.04,7.79
6/20/2016 17:40,8.12,8.04,7.76
6/20/2016 17:55,8.11,8.03,7.76
6/20/2016 18:10,8.11,8.02,7.76
6/20/2016 18:25,8.1,8.02,7.75
6/20/2016 18:40,8.09,8.01,7.73
6/20/2016 18:55,8.09,8,7.74
6/20/2016 19:10,8.08,8,7.74
6/20/2016 19:25,8.07,7.99,7.73
6/20/2016 19:40,8.06,7.98,7.74
6/20/2016 19:55,8.06,7.98,7.75
6/20/2016 20:10,8.05,7.97,7.73
6/20/2016 20:25,8.05,7.96,7.74
6/20/2016 20:40,8.04,7.96,7.7
6/20/2016 20:55,8.04,7.95,7.71
6/20/2016 21:10,8.03,7.95,7.71
6/20/2016 21:25,8.03,7.94,7.72
6/20/2016 21:40,8.03,7.94,7.73
6/20/2016 21:55,8.03,7.92,7.72
6/20/2016 22:10,8.03,7.92,7.72
6/20/2016 22:25,8.03,7.92,7.7
6/20/2016 22:40,8.02,7.92,7.71
6/20/2016 22:55,8.02,7.92,7.71
6/20/2016 23:10,8.02,7.91,7.71
6/20/2016 23:25,8,7.91,7.71
6/20/2016 23:40,8,7.91,7.71
6/20/2016 23:55,8,7.9,7.71
6/21/2016 0:10,8,7.9,7.71
6/21/2016 0:25,8,7.9,7.71
6/21/2016 0:40,7.99,7.89,7.69
6/21/2016 0:55,7.99,7.89,7.69
6/21/2016 1:10,7.99,7.89,7.69
6/21/2016 1:25,7.99,7.89,7.69
6/21/2016 1:40,7.99,7.88,7.69
6/21/2016 1:55,8,7.88,7.69
6/21/2016 2:10,8,7.88,7.69
6/21/2016 2:25,8,7.88,7.69
6/21/2016 2:40,8,7.88,7.69
6/21/2016 2:55,8,7.88,7.69
6/21/2016 3:10,8,7.88,7.66
6/21/2016 3:25,8,7.88,7.67
6/21/2016 3:40,7.99,7.87,7.66
6/21/2016 3:55,7.99,7.87,7.67
6/21/2016 4:10,7.99,7.87,7.67
6/21/2016 4:25,7.99,7.87,7.68
6/21/2016 4:40,7.99,7.87,7.67
6/21/2016 4:55,7.99,7.86,7.67
6/21/2016 5:10,7.99,7.86,7.67
6/21/2016 5:25,7.98,7.86,7.65
6/21/2016 5:40,7.98,7.84,7.65
6/21/2016 5:55,7.98,7.84,7.65
6/21/2016 6:10,7.98,7.84,7.65
6/21/2016 6:25,7.98,7.84,7.65
6/21/2016 6:40,7.98,7.84,7.64
6/21/2016 6:55,7.98,7.84,7.65
6/21/2016 7:10,7.97,7.84,7.65
6/21/2016 7:25,7.97,7.84,7.65
6/21/2016 7:40,7.97,7.84,7.66
6/21/2016 7:55,7.97,7.84,7.65
6/21/2016 8:10,7.98,7.85,7.65
6/21/2016 8:25,7.98,7.85,7.66
6/21/2016 8:40,7.99,7.85,7.68
6/21/2016 8:55,7.99,7.86,7.71
6/21/2016 9:10,8,7.86,7.68
6/21/2016 9:25,8.02,7.88,7.68
6/21/2016 9:40,8.03,7.89,7.69
6/21/2016 9:55,8.04,7.9,7.73
6/21/2016 10:10,8.05,7.91,7.69
6/21/2016 10:25,8.06,7.92,7.69
6/21/2016 10:40,8.06,7.93,7.71
6/21/2016 10:55,8.08,7.95,7.74
6/21/2016 11:10,8.09,7.97,7.77
6/21/2016 11:25,8.1,7.97,7.76
6/21/2016 11:40,8.1,7.99,7.75
6/21/2016 11:55,8.11,7.99,7.76
6/21/2016 12:10,8.12,8,7.78
6/21/2016 12:25,8.13,8.02,7.8
6/21/2016 12:40,8.13,8.01,7.79
6/21/2016 12:55,8.14,8.04,7.82
6/21/2016 13:10,8.16,8.03,7.79
6/21/2016 13:25,8.16,8.03,7.81
6/21/2016 13:40,8.15,8.05,7.81
6/21/2016 13:55,8.15,8.07,7.81
6/21/2016 14:10,8.15,8.05,7.83
6/21/2016 14:25,8.15,8.05,7.84
6/21/2016 14:40,8.15,8.06,7.82
6/21/2016 14:55,8.15,8.06,7.82
6/21/2016 15:10,8.15,8.06,7.81
6/21/2016 15:25,8.15,8.06,7.81
6/21/2016 15:40,8.14,8.06,7.79
6/21/2016 15:55,8.14,8.05,7.79
6/21/2016 16:10,8.14,8.06,7.79
6/21/2016 16:25,8.13,8.06,7.81
6/21/2016 16:40,8.12,8.05,7.77
6/21/2016 16:55,8.12,8.05,7.77
6/21/2016 17:10,8.11,8.04,7.76
6/21/2016 17:25,8.11,8.04,7.78
6/21/2016 17:40,8.11,8.04,7.76
6/21/2016 17:55,8.1,8.03,7.76
6/21/2016 18:10,8.1,8.03,7.76
6/21/2016 18:25,8.1,8.01,7.76
6/21/2016 18:40,8.09,8.01,7.73
6/21/2016 18:55,8.09,8,7.73
6/21/2016 19:10,8.08,8,7.73
6/21/2016 19:25,8.08,7.99,7.73
6/21/2016 19:40,8.06,7.98,7.73
6/21/2016 19:55,8.06,7.97,7.73
6/21/2016 20:10,8.05,7.97,7.73
6/21/2016 20:25,8.05,7.97,7.73
6/21/2016 20:40,8.04,7.96,7.71
6/21/2016 20:55,8.04,7.96,7.71
6/21/2016 21:10,8.03,7.95,7.72
6/21/2016 21:25,8.03,7.95,7.72
6/21/2016 21:40,8.03,7.94,7.72
6/21/2016 21:55,8.03,7.94,7.72
6/21/2016 22:10,8.02,7.93,7.72
6/21/2016 22:25,8.02,7.93,7.7
6/21/2016 22:40,8.02,7.93,7.7
6/21/2016 22:55,8.02,7.92,7.71
6/21/2016 23:10,8,7.92,7.71
6/21/2016 23:25,8,7.91,7.71
6/21/2016 23:40,8,7.91,7.71
6/21/2016 23:55,7.99,7.91,7.71
6/22/2016 0:10,7.99,7.89,7.71
6/22/2016 0:25,7.98,7.89,7.71
6/22/2016 0:40,7.98,7.88,7.68
6/22/2016 0:55,7.98,7.88,7.68
6/22/2016 1:10,7.97,7.88,7.68
6/22/2016 1:25,7.97,7.87,7.69
6/22/2016 1:40,7.97,7.87,7.69
6/22/2016 1:55,7.97,7.87,7.69
6/22/2016 2:10,7.97,7.86,7.69
6/22/2016 2:25,7.97,7.86,7.69
6/22/2016 2:40,7.97,7.86,7.69
6/22/2016 2:55,7.97,7.86,7.69
6/22/2016 3:10,7.97,7.86,7.65
6/22/2016 3:25,7.97,7.85,7.65
6/22/2016 3:40,7.97,7.85,7.66
6/22/2016 3:55,7.97,7.85,7.66
6/22/2016 4:10,7.97,7.85,7.67
6/22/2016 4:25,7.97,7.85,7.67
6/22/2016 4:40,7.97,7.85,7.67
6/22/2016 4:55,7.97,7.85,7.67
6/22/2016 5:10,7.97,7.84,7.67
6/22/2016 5:25,7.97,7.84,7.64
6/22/2016 5:40,7.97,7.84,7.65
6/22/2016 5:55,7.97,7.84,7.65
6/22/2016 6:10,7.97,7.84,7.65
6/22/2016 6:25,7.97,7.84,7.65
6/22/2016 6:40,7.97,7.84,7.65
6/22/2016 6:55,7.97,7.84,7.65
6/22/2016 7:10,7.97,7.84,7.65
6/22/2016 7:25,7.97,7.84,7.64
6/22/2016 7:40,7.97,7.84,7.65
6/22/2016 7:55,7.97,7.84,7.66
6/22/2016 8:10,7.97,7.84,7.65
6/22/2016 8:25,7.97,7.84,7.67
6/22/2016 8:40,7.97,7.84,7.67
