Date,pH.13,pH.14,pH.15
6/24/2016 15:10,7.83,8.21,8.13
6/24/2016 15:25,7.82,8.2,8.13
6/24/2016 15:40,7.79,8.2,8.14
6/24/2016 15:55,7.78,8.18,8.14
6/24/2016 16:10,7.8,8.17,8.12
6/24/2016 16:25,7.81,8.19,8.15
6/24/2016 16:40,7.8,8.19,8.11
6/24/2016 16:55,7.77,8.16,8.11
6/24/2016 17:10,7.79,8.16,8.12
6/24/2016 17:25,7.76,8.16,8.09
6/24/2016 17:40,7.76,8.15,8.08
6/24/2016 17:55,7.76,8.15,8.08
6/24/2016 18:10,7.75,8.14,8.07
6/24/2016 18:25,7.75,8.12,8.05
6/24/2016 18:40,7.73,8.11,8.05
6/24/2016 18:55,7.72,8.11,8.04
6/24/2016 19:10,7.72,8.1,8.03
6/24/2016 19:25,7.72,8.09,8.03
6/24/2016 19:40,7.74,8.08,8.02
6/24/2016 19:55,7.74,8.07,8.01
6/24/2016 20:10,7.73,8.07,8.01
6/24/2016 20:25,7.74,8.06,8
6/24/2016 20:40,7.71,8.06,8
6/24/2016 20:55,7.71,8.05,7.99
6/24/2016 21:10,7.71,8.05,7.98
6/24/2016 21:25,7.71,8.04,7.98
6/24/2016 21:40,7.71,8.03,7.97
6/24/2016 21:55,7.71,8.03,7.96
6/24/2016 22:10,7.71,8.03,7.95
6/24/2016 22:25,7.71,8.02,7.95
6/24/2016 22:40,7.71,8.02,7.95
6/24/2016 22:55,7.71,8,7.94
6/24/2016 23:10,7.71,8,7.93
6/24/2016 23:25,7.71,8,7.93
6/24/2016 23:40,7.71,7.99,7.92
6/24/2016 23:55,7.71,7.99,7.92
6/25/2016 0:10,7.71,7.98,7.92
6/25/2016 0:25,7.71,7.97,7.91
6/25/2016 0:40,7.68,7.97,7.89
6/25/2016 0:55,7.68,7.97,7.89
6/25/2016 1:10,7.68,7.96,7.89
6/25/2016 1:25,7.68,7.96,7.88
6/25/2016 1:40,7.7,7.97,7.88
6/25/2016 1:55,7.69,7.98,7.88
6/25/2016 2:10,7.69,7.97,7.88
6/25/2016 2:25,7.68,7.97,7.87
6/25/2016 2:40,7.69,7.97,7.87
6/25/2016 2:55,7.69,7.96,7.86
6/25/2016 3:10,7.66,7.96,7.86
6/25/2016 3:25,7.66,7.96,7.86
6/25/2016 3:40,7.66,7.97,7.86
6/25/2016 3:55,7.66,7.97,7.86
6/25/2016 4:10,7.66,7.96,7.85
6/25/2016 4:25,7.66,7.96,7.85
6/25/2016 4:40,7.66,7.96,7.84
6/25/2016 4:55,7.67,7.96,7.84
6/25/2016 5:10,7.67,7.96,7.84
6/25/2016 5:25,7.64,7.96,7.83
6/25/2016 5:40,7.66,7.96,7.84
6/25/2016 5:55,7.65,7.96,7.84
6/25/2016 6:10,7.64,7.97,7.84
6/25/2016 6:25,7.65,7.97,7.84
6/25/2016 6:40,7.66,7.97,7.84
6/25/2016 6:55,7.65,7.98,7.84
6/25/2016 7:10,7.66,7.98,7.84
6/25/2016 7:25,7.65,7.98,7.84
6/25/2016 7:40,7.64,7.99,7.85
6/25/2016 7:55,7.64,7.99,7.84
6/25/2016 8:10,7.64,8.01,7.85
6/25/2016 8:25,7.64,8.02,7.85
6/25/2016 8:40,7.67,8.02,7.86
6/25/2016 8:55,7.68,8.02,7.87
6/25/2016 9:10,7.69,8.03,7.87
6/25/2016 9:25,7.68,8.03,7.89
6/25/2016 9:40,7.67,8.04,7.88
6/25/2016 9:55,7.72,8.05,7.9
6/25/2016 10:10,7.72,8.07,7.92
6/25/2016 10:25,7.71,8.08,7.93
6/25/2016 10:40,7.73,8.1,7.94
6/25/2016 10:55,7.72,8.11,7.95
6/25/2016 11:10,7.71,8.1,7.94
6/25/2016 11:25,7.7,8.12,7.95
6/25/2016 11:40,7.76,8.15,8.01
6/25/2016 11:55,7.73,8.12,7.97
6/25/2016 12:10,7.78,8.17,8.02
6/25/2016 12:25,7.79,8.2,8.04
6/25/2016 12:40,7.79,8.21,8.05
6/25/2016 12:55,7.81,8.23,8.06
6/25/2016 13:10,7.81,8.24,8.08
6/25/2016 13:25,7.81,8.24,8.08
6/25/2016 13:40,7.82,8.26,8.1
6/25/2016 13:55,7.8,8.24,8.08
6/25/2016 14:10,7.84,8.27,8.11
6/25/2016 14:25,7.84,8.29,8.1
6/25/2016 14:40,7.81,8.25,8.09
6/25/2016 14:55,7.84,8.26,8.12
6/25/2016 15:10,7.83,8.25,8.12
6/25/2016 15:25,7.84,8.24,8.12
6/25/2016 15:40,7.8,8.24,8.12
6/25/2016 15:55,7.8,8.22,8.09
6/25/2016 16:10,7.8,8.22,8.11
6/25/2016 16:25,7.82,8.23,8.12
6/25/2016 16:40,7.78,8.21,8.11
6/25/2016 16:55,7.77,8.22,8.11
6/25/2016 17:10,7.77,8.2,8.09
6/25/2016 17:25,7.77,8.2,8.1
6/25/2016 17:40,7.76,8.18,8.09
6/25/2016 17:55,7.76,8.17,8.08
6/25/2016 18:10,7.76,8.16,8.08
6/25/2016 18:25,7.76,8.16,8.07
6/25/2016 18:40,7.73,8.15,8.06
6/25/2016 18:55,7.72,8.14,8.06
6/25/2016 19:10,7.74,8.13,8.05
6/25/2016 19:25,7.73,8.13,8.03
6/25/2016 19:40,7.73,8.12,8.02
6/25/2016 19:55,7.73,8.11,8.02
6/25/2016 20:10,7.73,8.1,8.01
6/25/2016 20:25,7.73,8.1,8.01
6/25/2016 20:40,7.71,8.09,8
6/25/2016 20:55,7.71,8.09,7.99
6/25/2016 21:10,7.71,8.08,7.99
6/25/2016 21:25,7.72,8.06,7.98
6/25/2016 21:40,7.72,8.06,7.98
6/25/2016 21:55,7.72,8.05,7.97
6/25/2016 22:10,7.72,8.04,7.96
6/25/2016 22:25,7.71,8.03,7.96
6/25/2016 22:40,7.71,8.03,7.95
6/25/2016 22:55,7.71,8.03,7.95
6/25/2016 23:10,7.71,8.02,7.94
6/25/2016 23:25,7.71,8.02,7.94
6/25/2016 23:40,7.71,8.01,7.93
6/25/2016 23:55,7.71,8.01,7.93
6/26/2016 0:10,7.71,8.01,7.92
6/26/2016 0:25,7.71,8.01,7.92
6/26/2016 0:40,7.68,8.01,7.92
6/26/2016 0:55,7.69,8.01,7.91
6/26/2016 1:10,7.69,8.01,7.91
6/26/2016 1:25,7.69,8.01,7.91
6/26/2016 1:40,7.69,8.01,7.91
6/26/2016 1:55,7.69,8.01,7.89
6/26/2016 2:10,7.68,8.01,7.89
6/26/2016 2:25,7.68,8.01,7.89
6/26/2016 2:40,7.68,8.01,7.89
6/26/2016 2:55,7.68,8,7.88
6/26/2016 3:10,7.67,8,7.88
6/26/2016 3:25,7.67,8,7.88
6/26/2016 3:40,7.67,8,7.87
6/26/2016 3:55,7.67,8,7.87
6/26/2016 4:10,7.67,8,7.87
6/26/2016 4:25,7.67,7.99,7.87
6/26/2016 4:40,7.67,7.99,7.86
6/26/2016 4:55,7.67,7.99,7.86
6/26/2016 5:10,7.67,7.99,7.86
6/26/2016 5:25,7.64,7.99,7.85
6/26/2016 5:40,7.65,7.99,7.85
6/26/2016 5:55,7.65,7.98,7.85
6/26/2016 6:10,7.65,7.98,7.85
6/26/2016 6:25,7.65,7.98,7.84
6/26/2016 6:40,7.65,7.98,7.84
6/26/2016 6:55,7.65,7.98,7.83
6/26/2016 7:10,7.65,7.98,7.84
6/26/2016 7:25,7.66,7.98,7.84
6/26/2016 7:40,7.65,7.98,7.85
6/26/2016 7:55,7.65,7.99,7.86
6/26/2016 8:10,7.66,7.99,7.86
6/26/2016 8:25,7.65,8,7.86
6/26/2016 8:40,7.68,8.01,7.86
6/26/2016 8:55,7.68,8.02,7.87
6/26/2016 9:10,7.68,8.03,7.88
6/26/2016 9:25,7.69,8.03,7.89
6/26/2016 9:40,7.69,8.04,7.9
6/26/2016 9:55,7.71,8.05,7.9
6/26/2016 10:10,7.71,8.05,7.89
6/26/2016 10:25,7.71,8.06,7.93
6/26/2016 10:40,7.75,8.07,7.94
6/26/2016 10:55,7.74,8.08,7.95
6/26/2016 11:10,7.77,8.12,7.98
6/26/2016 11:25,7.76,8.1,7.95
6/26/2016 11:40,7.77,8.13,8.01
6/26/2016 11:55,7.72,8.12,7.97
6/26/2016 12:10,7.76,8.14,8.01
6/26/2016 12:25,7.78,8.15,8.02
6/26/2016 12:40,7.8,8.15,8.01
6/26/2016 12:55,7.8,8.14,8.03
6/26/2016 13:10,7.78,8.14,8.02
6/26/2016 13:25,7.81,8.16,8.04
6/26/2016 13:40,7.82,8.17,8.04
6/26/2016 13:55,7.82,8.2,8.07
6/26/2016 14:10,7.85,8.2,8.08
6/26/2016 14:25,7.86,8.21,8.06
6/26/2016 14:40,7.81,8.2,8.04
6/26/2016 14:55,7.83,8.22,8.06
6/26/2016 15:10,7.81,8.19,8.06
6/26/2016 15:25,7.81,8.19,8.08
6/26/2016 15:40,7.8,8.18,8.11
6/26/2016 15:55,7.8,8.18,8.11
6/26/2016 16:10,7.78,8.18,8.08
6/26/2016 16:25,7.8,8.19,8.1
6/26/2016 16:40,7.78,8.17,8.07
6/26/2016 16:55,7.78,8.17,8.08
6/26/2016 17:10,7.78,8.17,8.08
6/26/2016 17:25,7.78,8.16,8.07
6/26/2016 17:40,7.75,8.15,8.07
6/26/2016 17:55,7.75,8.15,8.06
6/26/2016 18:10,7.75,8.14,8.06
6/26/2016 18:25,7.75,8.14,8.05
6/26/2016 18:40,7.72,8.12,8.03
6/26/2016 18:55,7.73,8.11,8.03
6/26/2016 19:10,7.74,8.11,8.02
6/26/2016 19:25,7.74,8.1,8.02
6/26/2016 19:40,7.73,8.09,8.01
6/26/2016 19:55,7.73,8.08,8
6/26/2016 20:10,7.73,8.07,8
6/26/2016 20:25,7.73,8.07,7.99
6/26/2016 20:40,7.72,8.06,7.99
6/26/2016 20:55,7.72,8.05,7.98
6/26/2016 21:10,7.72,8.05,7.97
6/26/2016 21:25,7.72,8.04,7.97
6/26/2016 21:40,7.72,8.04,7.96
6/26/2016 21:55,7.72,8.03,7.96
6/26/2016 22:10,7.72,8.03,7.96
6/26/2016 22:25,7.7,8.03,7.95
6/26/2016 22:40,7.71,8.03,7.95
6/26/2016 22:55,7.71,8.03,7.94
6/26/2016 23:10,7.71,8.03,7.94
6/26/2016 23:25,7.71,8.02,7.94
6/26/2016 23:40,7.71,8.02,7.93
6/26/2016 23:55,7.71,8.02,7.93
6/27/2016 0:10,7.71,8.02,7.93
6/27/2016 0:25,7.71,8.02,7.93
6/27/2016 0:40,7.68,8.02,7.92
6/27/2016 0:55,7.68,8,7.92
6/27/2016 1:10,7.68,8,7.91
6/27/2016 1:25,7.69,8,7.91
6/27/2016 1:40,7.69,8,7.9
6/27/2016 1:55,7.69,8,7.9
6/27/2016 2:10,7.69,8,7.9
6/27/2016 2:25,7.69,8,7.89
6/27/2016 2:40,7.69,7.99,7.89
6/27/2016 2:55,7.69,7.99,7.88
6/27/2016 3:10,7.67,7.99,7.88
6/27/2016 3:25,7.67,7.99,7.87
6/27/2016 3:40,7.67,7.99,7.87
6/27/2016 3:55,7.67,7.99,7.88
6/27/2016 4:10,7.67,7.99,7.88
6/27/2016 4:25,7.67,7.99,7.88
6/27/2016 4:40,7.67,7.99,7.87
6/27/2016 4:55,7.67,7.99,7.87
6/27/2016 5:10,7.67,7.99,7.87
6/27/2016 5:25,7.64,7.98,7.85
6/27/2016 5:40,7.64,7.98,7.85
6/27/2016 5:55,7.65,7.98,7.85
6/27/2016 6:10,7.65,7.98,7.85
6/27/2016 6:25,7.65,7.98,7.85
6/27/2016 6:40,7.65,7.98,7.85
6/27/2016 6:55,7.65,7.98,7.85
6/27/2016 7:10,7.65,7.98,7.85
6/27/2016 7:25,7.66,7.98,7.85
6/27/2016 7:40,7.65,7.98,7.85
6/27/2016 7:55,7.66,7.99,7.86
6/27/2016 8:10,7.66,7.99,7.86
6/27/2016 8:25,7.66,8,7.87
6/27/2016 8:40,7.68,8.02,7.88
6/27/2016 8:55,7.69,8.02,7.89
6/27/2016 9:10,7.68,8.03,7.89
6/27/2016 9:25,7.66,8.04,7.89
6/27/2016 9:40,7.71,8.06,7.92
6/27/2016 9:55,7.72,8.06,7.93
6/27/2016 10:10,7.65,8.07,7.92
6/27/2016 10:25,7.68,8.08,7.94
6/27/2016 10:40,7.74,8.1,7.96
6/27/2016 10:55,7.69,8.09,7.95
6/27/2016 11:10,7.76,8.12,7.99
6/27/2016 11:25,7.73,8.15,8
6/27/2016 11:40,7.75,8.16,8.02
6/27/2016 11:55,7.78,8.18,6.96
6/27/2016 12:10,7.79,10.4,8.05
6/27/2016 12:25,7.43,8.23,8.09
6/27/2016 12:40,7.84,8.24,8.11
6/27/2016 12:55,7.8,8.24,8.12
6/27/2016 13:10,7.8,8.24,8.12
6/27/2016 13:25,7.83,8.25,8.12
6/27/2016 13:40,7.83,8.26,8.13
6/27/2016 13:55,7.82,8.27,8.14
6/27/2016 14:10,7.85,8.28,8.15
6/27/2016 14:25,7.86,8.29,8.15
6/27/2016 14:40,7.84,8.29,8.16
6/27/2016 14:55,7.82,8.29,8.17
6/27/2016 15:10,7.82,8.3,8.18
6/27/2016 15:25,7.82,8.3,8.18
6/27/2016 15:40,7.8,8.3,8.18
6/27/2016 15:55,7.8,8.3,8.18
6/27/2016 16:10,7.8,8.3,8.18
6/27/2016 16:25,7.8,8.28,8.17
6/27/2016 16:40,7.78,8.28,8.17
6/27/2016 16:55,7.79,8.27,8.17
6/27/2016 17:10,7.78,8.27,8.17
6/27/2016 17:25,7.79,8.26,8.16
6/27/2016 17:40,7.76,8.25,8.16
6/27/2016 17:55,7.76,8.25,8.15
6/27/2016 18:10,7.76,8.24,8.15
6/27/2016 18:25,7.76,8.23,8.14
6/27/2016 18:40,7.74,8.23,8.14
6/27/2016 18:55,7.74,8.21,8.13
6/27/2016 19:10,7.74,8.2,8.12
6/27/2016 19:25,7.75,8.19,8.12
6/27/2016 19:40,7.74,8.19,8.11
6/27/2016 19:55,7.75,8.18,8.1
6/27/2016 20:10,7.75,8.17,8.1
6/27/2016 20:25,7.73,8.17,8.09
6/27/2016 20:40,7.72,8.16,8.08
6/27/2016 20:55,7.72,8.16,8.08
6/27/2016 21:10,7.71,8.15,8.08
6/27/2016 21:25,7.73,8.14,8.06
6/27/2016 21:40,7.71,8.14,8.06
6/27/2016 21:55,7.73,8.14,8.05
6/27/2016 22:10,7.71,8.13,8.05
6/27/2016 22:25,7.71,8.12,8.04
6/27/2016 22:40,7.71,8.12,8.04
6/27/2016 22:55,7.71,8.12,8.03
6/27/2016 23:10,7.71,8.12,8.03
6/27/2016 23:25,7.71,8.11,8.02
6/27/2016 23:40,7.73,8.11,8.02
6/27/2016 23:55,7.71,8.1,8.01
6/28/2016 0:10,7.71,8.1,8.01
6/28/2016 0:25,7.7,8.1,8
6/28/2016 0:40,7.68,8.09,8
6/28/2016 0:55,7.68,8.09,8
6/28/2016 1:10,7.67,8.08,7.99
6/28/2016 1:25,7.69,8.08,7.99
6/28/2016 1:40,7.7,8.07,7.98
6/28/2016 1:55,7.67,8.07,7.98
6/28/2016 2:10,7.69,8.06,7.97
6/28/2016 2:25,7.7,8.06,7.97
6/28/2016 2:40,7.68,8.06,7.97
6/28/2016 2:55,7.68,8.04,7.96
6/28/2016 3:10,7.66,8.04,7.96
6/28/2016 3:25,7.66,8.03,7.95
6/28/2016 3:40,7.65,8.03,7.95
6/28/2016 3:55,7.67,8.03,7.93
6/28/2016 4:10,7.67,8.02,7.93
6/28/2016 4:25,7.65,8.02,7.92
6/28/2016 4:40,7.65,8.01,7.92
6/28/2016 4:55,7.66,8.01,7.91
6/28/2016 5:10,7.66,8.01,7.91
6/28/2016 5:25,7.65,8.01,7.91
6/28/2016 5:40,7.65,8,7.91
6/28/2016 5:55,7.65,8,7.9
6/28/2016 6:10,7.65,8,7.9
6/28/2016 6:25,7.65,8,7.9
6/28/2016 6:40,7.65,8,7.9
6/28/2016 6:55,7.65,8.01,7.9
6/28/2016 7:10,7.65,8.01,7.9
6/28/2016 7:25,7.65,8.02,7.9
6/28/2016 7:40,7.67,8.02,7.9
6/28/2016 7:55,7.65,8.02,7.91
6/28/2016 8:10,7.65,8.03,7.91
6/28/2016 8:25,7.67,8.03,7.91
6/28/2016 8:40,7.66,8.04,7.91
6/28/2016 8:55,7.69,8.06,7.93
6/28/2016 9:10,7.68,8.07,7.93
6/28/2016 9:25,7.68,8.07,7.95
6/28/2016 9:40,7.7,8.08,7.96
6/28/2016 9:55,7.72,8.09,7.97
6/28/2016 10:10,7.72,8.1,7.98
6/28/2016 10:25,7.7,8.1,7.98
6/28/2016 10:40,7.73,8.11,7.98
6/28/2016 10:55,7.74,8.12,7.99
6/28/2016 11:10,7.76,8.12,8
6/28/2016 11:25,7.76,8.15,8
6/28/2016 11:40,7.77,8.16,8.02
6/28/2016 11:55,7.76,8.18,8.03
6/28/2016 12:15,7.79,8.19,8.06
6/28/2016 12:30,7.77,8.19,8.06
6/28/2016 12:45,7.8,8.21,8.06
6/28/2016 13:00,7.8,8.21,8.09
6/28/2016 13:15,7.8,8.22,8.09
6/28/2016 13:30,7.82,8.22,8.09
6/28/2016 13:45,7.82,8.22,8.1
6/28/2016 14:00,7.81,8.22,8.11
6/28/2016 14:15,7.83,8.22,8.11
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
