* Block Type = 96well
* Chemistry = TAQMAN
* Experiment File Name = E:\TaqMan_Std.eds
* Experiment Run End Time = Not Started
* Instrument Type = steponeplus
* Passive Reference = ROX

[Results]
Well	Sample Name	Target Name	Task	Reporter	Quencher	Cт	Cт Mean	Cт SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	HIGHSD	NOAMP	EXPFAIL	THOLDFAIL
E4	36	18256	25492	25347	40257
E5	36	189269	92436	46991	48281
E6	36	193358	94920	48243	49654
E7	36	18688	27466	26773	41181
E8	36	14787	24433	24491	38692
E9	36	186256	93429	45527	43513
E10	36	206996	104381	50696	47588
E11	36	12515	21910	22034	34923
E12	36	10468	19647	20130	32291
F1	36	96427	46107	27040	34851
F2	36	104756	49278	28435	36520
F3	36	14487	21673	21853	35464
F4	36	16808	23614	23768	38409
F5	36	238138	116889	55187	49496
F6	36	239584	119443	56818	51558
F7	36	18093	27687	27461	42916
F8	36	17496	27464	27126	42183
F9	36	144499	72167	38310	41908
F10	36	152376	76582	40264	43610
F11	36	38538	35067	27534	38358
F12	36	36151	34079	27208	37886
G1	36	104992	50781	30088	38783
G2	36	102936	49401	28988	37664
G3	36	14332	14045	17810	34095
G4	36	15945	15323	19038	35932
G5	36	114849	56239	32895	41345
G6	36	106009	52766	31349	40259
G7	36	36089	30692	25811	38766
G8	36	36106	31013	26515	40155
G9	36	-13259	-8596	-5565	-4678
G10	36	-13840	-9053	-5892	-5030
G11	36	-13748	-9009	-5942	-5165
G12	36	-11864	-7578	-4856	-4136
H1	36	-11083	-7284	-4757	-4109
H2	36	-12457	-8131	-5321	-4546
H3	36	-11066	-7166	-4619	-3838
H4	36	-13438	-8764	-5630	-4718
H5	36	-12264	-7873	-5013	-4120
H6	36	-12213	-7918	-5031	-4139
H7	36	-13024	-8317	-5300	-4412
H8	36	-13456	-8726	-5610	-4727
H9	36	-14221	-9205	-5918	-4956
H10	36	-14016	-9109	-5853	-4905
H11	36	-12686	-8151	-5233	-4500
H12	36	-12530	-8135	-5232	-4502
A1	37	-12996	-8519	-5533	-4639
A2	37	-12561	-8110	-5195	-4309
A3	37	-13184	-8541	-5583	-4728
A4	37	-13667	-8882	-5768	-4869
A5	37	-12614	-8299	-5421	-4564
A6	37	-12772	-8332	-5452	-4614
A7	37	-12334	-7951	-5096	-4293
A8	37	-12503	-8030	-5124	-4285
A9	37	-12689	-8232	-5342	-4528
A10	37	-13012	-8408	-5390	-4568
A11	37	-13317	-8580	-5557	-4810
A12	37	-12280	-7895	-5124	-4326
B1	37	94099	44481	25500	32394
B2	37	101406	48185	26124	31934
B3	37	10509	18257	18982	31435
B4	37	11378	19254	19777	32647
B5	37	309692	151750	68958	56961
B6	37	285886	143506	65379	53237
B7	37	13487	23165	23451	37104
B8	37	14165	24605	24616	38654
B9	37	270697	136274	62349	51475
B10	37	233184	118397	54850	46103
B11	37	12271	21656	21296	33107
B12	37	8982	19106	19777	31656
C1	37	92133	44112	25635	33272
C2	37	105514	50614	29166	37093
C3	37	42265	26915	21483	33326
C4	37	15848	15568	19546	37345
C5	37	182282	88752	43540	42850
C6	37	222176	108810	53640	52864
C7	37	80605	47567	31120	40767
C8	37	89905	53607	35365	46204
C9	37	174868	87906	44329	44879
C10	37	158917	80215	40838	42106
C11	37	67184	40789	27043	35718
C12	37	62795	38568	25990	34885
D1	37	104379	50233	29160	37210
D2	37	126538	60115	32500	38223
D3	37	46186	35309	26714	37737
D4	37	53990	41055	30761	42475
D5	37	289945	141941	65436	56155
D6	37	279041	137655	63654	54708
D7	37	81605	52515	34453	43247
D8	37	72537	47778	31909	40840
D9	37	230520	115361	54380	48266
D10	37	223756	113270	53475	47333
D11	37	78619	48806	31652	40268
D12	37	61270	38973	26316	34886
E1	37	94784	45138	26380	34030
E2	37	109920	52167	29890	37846
E3	37	14056	21713	21723	34808
E4	37	18417	26307	25840	40539
E5	37	213819	104754	51633	50241
E6	37	219958	108114	53244	51846
E7	37	18785	27895	27015	41286
E8	37	14913	24901	24766	38848
E9	37	208743	104844	49814	45174
E10	37	232025	117103	55507	49536
E11	37	12694	22444	22386	35160
E12	37	10935	20382	20668	32791
F1	37	99389	47532	27582	35069
F2	37	108891	51264	29221	36900
F3	37	14661	22373	22283	35714
F4	37	17038	24508	24294	38693
F5	37	266566	131052	60643	52054
F6	37	265754	132464	61637	53444
F7	37	18057	28021	27625	42917
F8	37	17542	27886	27360	42281
F9	37	164467	82275	42159	43451
F10	37	173411	87332	44337	45222
F11	37	47517	40080	29583	39234
F12	37	44855	39090	29348	38956
G1	37	105281	50968	30143	38869
G2	37	103163	49509	29034	37712
G3	37	14445	14138	17915	34243
G4	37	15749	15144	18861	35585
G5	37	120865	59115	33877	41449
G6	37	110365	54987	32268	40766
G7	37	45577	36753	28423	39975
G8	37	45530	37042	29115	41452
G9	37	-13254	-8596	-5553	-4712
G10	37	-13877	-9061	-5924	-5032
G11	37	-13755	-9027	-5930	-5151
G12	37	-11837	-7550	-4826	-4117
H1	37	-11087	-7292	-4763	-4072
H2	37	-12451	-8146	-5317	-4540
H3	37	-11108	-7181	-4598	-3855
H4	37	-13392	-8736	-5615	-4726
H5	37	-12260	-7872	-5018	-4133
H6	37	-12226	-7931	-5047	-4144
H7	37	-13041	-8346	-5301	-4418
H8	37	-13465	-8731	-5623	-4745
H9	37	-14250	-9224	-5926	-4960
H10	37	-14031	-9092	-5876	-4874
H11	37	-12686	-8144	-5244	-4472
H12	37	-12550	-8092	-5242	-4516
A1	38	-12987	-8528	-5535	-4636
A2	38	-12612	-8134	-5207	-4343
A3	38	-13206	-8550	-5574	-4712
A4	38	-13720	-8905	-5789	-4921
A5	38	-12624	-8276	-5427	-4573
A6	38	-12758	-8346	-5439	-4624
A7	38	-12327	-7948	-5118	-4316
A8	38	-12516	-8031	-5119	-4281
A9	38	-12690	-8244	-5341	-4533
A10	38	-13002	-8391	-5394	-4550
A11	38	-13415	-8626	-5589	-4826
A12	38	-12295	-7902	-5103	-4334
B1	38	103655	49235	27338	33283
B2	38	114404	54565	28428	32739
B3	38	10423	18602	19151	31427
B4	38	11238	19498	19824	32473
B5	38	335080	164148	73486	58684
B6	38	308933	155208	69800	54997
B7	38	13506	23514	23653	37237
B8	38	14288	25050	24915	38821
B9	38	293021	147616	66582	53103
B10	38	254459	129300	59011	47783
B11	38	12665	22404	21909	33791
B12	38	9036	19438	19967	31751
C1	38	94209	45143	26064	33523
C2	38	110604	53162	30116	37470
C3	38	52651	32031	23437	34212
C4	38	16002	15717	19657	37567
C5	38	205480	100321	47912	44655
C6	38	248347	121757	58467	54739
C7	38	86935	50600	32097	40899
C8	38	98211	57809	37001	47011
C9	38	197888	99591	48741	46655
C10	38	179594	90809	44854	43659
C11	38	72127	43406	27878	35700
C12	38	69121	41760	27208	35303
D1	38	108378	52216	29816	37328
D2	38	143552	68388	35540	39412
D3	38	56177	41117	29018	38691
D4	38	64822	47419	33402	43601
D5	38	319977	156844	71083	58594
D6	38	306841	151470	68805	56785
D7	38	88029	56910	36377	44024
D8	38	78638	52053	33792	41674
D9	38	255917	128208	59278	50338
D10	38	246560	124963	57855	49045
D11	38	83627	52274	33124	40829
D12	38	67094	42653	27881	35527
E1	38	97090	46253	26723	34059
E2	38	115438	54794	30835	38197
E3	38	14073	22152	21952	34877
E4	38	18608	27020	26284	40877
E5	38	239967	117612	56405	52027
E6	38	247306	121695	58342	53909
E7	38	18914	28406	27359	41550
E8	38	15074	25365	25064	39059
E9	38	232383	116895	54396	47077
E10	38	256562	129630	60228	51366
E11	38	12702	22775	22584	35175
E12	38	11154	20726	20770	32703
F1	38	104353	49992	28474	35295
F2	38	115549	54461	30339	37276
F3	38	14725	22855	22553	35843
F4	38	17228	25293	24805	39093
F5	38	291952	143695	65394	53915
F6	38	293308	146495	67013	55763
F7	38	18189	28474	27931	43082
F8	38	17616	28293	27618	42363
F9	38	185822	93133	46295	45106
F10	38	196810	99280	48862	47093
F11	38	56933	45136	31549	39976
F12	38	53941	44123	31347	39763
G1	38	105532	51130	30263	38936
G2	38	102558	49200	28792	37391
G3	38	14420	14113	17885	34182
G4	38	16170	15490	19183	36123
G5	38	132761	65031	36047	42259
G6	38	118016	58878	33775	41464
G7	38	55268	42634	30814	40900
G8	38	55347	43061	31589	42394
G9	38	-13258	-8612	-5558	-4709
G10	38	-13882	-9081	-5909	-5048
G11	38	-13732	-8992	-5928	-5148
G12	38	-11847	-7573	-4843	-4108
H1	38	-11125	-7280	-4745	-4085
H2	38	-12448	-8116	-5311	-4546
H3	38	-11095	-7174	-4629	-3849
H4	38	-13436	-8770	-5633	-4737
H5	38	-12262	-7892	-5005	-4122
H6	38	-12257	-7937	-5044	-4157
H7	38	-13036	-8349	-5306	-4418
H8	38	-13480	-8741	-5606	-4743
H9	38	-14238	-9218	-5923	-4957
H10	38	-14012	-9094	-5876	-4895
H11	38	-12681	-8140	-5237	-4504
H12	38	-12549	-8116	-5263	-4517
A1	39	-12982	-8535	-5545	-4650
A2	39	-12555	-8103	-5203	-4329
A3	39	-13222	-8547	-5582	-4726
A4	39	-13706	-8913	-5766	-4913
A5	39	-12585	-8287	-5421	-4600
A6	39	-12776	-8366	-5454	-4628
A7	39	-12347	-7948	-5114	-4311
A8	39	-12518	-8038	-5129	-4285
A9	39	-12734	-8279	-5362	-4552
A10	39	-12998	-8420	-5396	-4584
A11	39	-13426	-8655	-5608	-4841
A12	39	-12319	-7920	-5112	-4353
B1	39	117014	55688	29627	33985
B2	39	129132	61790	30940	33423
B3	39	10463	18928	19326	31424
B4	39	11432	20024	20189	32751
B5	39	362721	177968	78889	61150
B6	39	330607	166210	73964	56617
B7	39	13666	23943	23921	37385
B8	39	14290	25372	25097	38863
B9	39	316809	159778	71293	55224
B10	39	274852	139753	62988	49374
B11	39	12640	22656	22040	33808
B12	39	9107	19752	20163	31851
C1	39	97153	46613	26578	33668
C2	39	120365	58078	32058	38432
C3	39	61980	36572	25160	34867
C4	39	15918	15640	19582	37394
C5	39	227489	110914	51627	45736
C6	39	275220	135007	63395	56723
C7	39	92950	53665	33347	41517
C8	39	104796	61081	38212	47414
C9	39	220056	110836	52840	47978
C10	39	202014	102289	49243	45447
C11	39	76587	46016	28886	35976
C12	39	74886	44750	28390	35857
D1	39	117199	56550	31487	38090
D2	39	165264	79128	39657	41377
D3	39	66461	47046	31491	39871
D4	39	75365	53458	35853	44706
D5	39	345374	169472	75732	60286
D6	39	332546	164230	73492	58560
D7	39	93597	60997	38277	45088
D8	39	83385	55598	35384	42409
D9	39	278394	139436	63409	51762
D10	39	270778	137365	62671	51107
D11	39	87743	55532	34607	41496
D12	39	71890	46065	29438	36327
E1	39	102790	49077	27837	34619
E2	39	125829	59964	32832	39206
E3	39	14278	22715	22293	35140
E4	39	18678	27512	26607	41050
E5	39	267251	131166	61509	54121
E6	39	273704	134721	63089	55595
E7	39	19029	28825	27549	41663
E8	39	15165	25771	25344	39237
E9	39	254991	128392	58716	48749
E10	39	283252	143222	65521	53740
E11	39	12835	23185	22823	35388
E12	39	11721	21378	21160	32999
F1	39	114537	55046	30385	36218
F2	39	128371	60706	32757	38424
F3	39	14865	23364	22830	36011
F4	39	17360	25848	25132	39234
F5	39	316666	155992	69978	55737
F6	39	317503	158585	71458	57390
F7	39	18227	28796	28089	43137
F8	39	17920	28962	28085	42836
F9	39	209434	105141	50898	47027
F10	39	221794	112024	53737	49103
F11	39	66113	50141	33568	40839
F12	39	62465	48720	33104	40345
G1	39	105718	51160	30219	38899
G2	39	103032	49417	28904	37472
G3	39	14275	13999	17726	33922
G4	39	15938	15306	18944	35737
G5	39	150142	73671	39247	43510
G6	39	129947	64905	35938	42157
G7	39	64824	48323	33186	41914
G8	39	65149	48857	33990	43390
G9	39	-13255	-8610	-5573	-4727
G10	39	-13866	-9078	-5904	-5035
G11	39	-13775	-9032	-5945	-5176
G12	39	-11907	-7605	-4872	-4140
H1	39	-11106	-7259	-4756	-4069
H2	39	-12448	-8123	-5332	-4543
H3	39	-11047	-7136	-4602	-3833
H4	39	-13427	-8773	-5642	-4731
H5	39	-12272	-7883	-5015	-4125
H6	39	-12247	-7945	-5039	-4162
H7	39	-13048	-8354	-5290	-4434
H8	39	-13488	-8742	-5637	-4742
H9	39	-14230	-9205	-5929	-4956
H10	39	-14046	-9124	-5877	-4903
H11	39	-12698	-8146	-5255	-4491
H12	39	-12562	-8100	-5252	-4534
A1	40	-12977	-8532	-5548	-4640
A2	40	-12508	-8087	-5195	-4326
A3	40	-13221	-8562	-5584	-4722
A4	40	-13691	-8909	-5755	-4876
A5	40	-12578	-8285	-5428	-4568
A6	40	-12785	-8352	-5457	-4643
A7	40	-12335	-7958	-5111	-4300
A8	40	-12505	-8016	-5131	-4308
A9	40	-12672	-8270	-5359	-4549
A10	40	-12987	-8400	-5396	-4575
A11	40	-13353	-8580	-5559	-4807
A12	40	-12260	-7886	-5100	-4325
B1	40	135027	64500	32990	35446
B2	40	148306	71348	34624	35113
B3	40	10586	19341	19591	31610
B4	40	11503	20407	20381	32837
B5	40	384032	188561	82781	62550
B6	40	352066	177087	78092	58346
B7	40	13636	24161	24002	37322
B8	40	14263	25587	25216	38850
B9	40	336111	169499	74822	56407
B10	40	294101	149633	66717	50814
B11	40	12452	22618	21864	33348
B12	40	9096	19994	20262	31867
C1	40	103412	49699	27743	34199
C2	40	135914	65674	34880	39587
C3	40	69836	40329	26486	35323
C4	40	15974	15683	19605	37417
C5	40	253504	123689	56448	47868
C6	40	300076	147303	67986	58459
C7	40	98627	56539	34485	42118
C8	40	110706	64025	39302	47813
C9	40	246550	124337	58051	50250
C10	40	225193	114195	53730	47234
C11	40	81790	49408	30514	37067
C12	40	79315	46990	29206	36096
D1	40	130634	63301	33981	39092
D2	40	187385	89801	43517	42791
D3	40	75157	51798	33310	40527
D4	40	84549	58533	37801	45360
D5	40	370869	181902	80259	61956
D6	40	358918	177408	78457	60613
D7	40	97002	63549	39330	45318
D8	40	87125	58535	36741	43043
D9	40	303337	152163	68266	53856
D10	40	292340	148414	66806	52676
D11	40	91402	58710	36134	42327
D12	40	74886	48586	30538	36657
E1	40	111851	53540	29495	35263
E2	40	140812	67145	35384	40072
E3	40	14278	23095	22513	35243
E4	40	18657	27852	26737	40988
E5	40	293516	144208	66332	55948
E6	40	302672	149045	68496	57904
E7	40	19051	29137	27749	41712
E8	40	14951	25854	25276	38998
E9	40	277564	139905	63058	50489
E10	40	306271	155013	69899	55380
E11	40	12916	23540	23048	35486
E12	40	12590	22119	21529	33198
F1	40	129266	62321	33119	37310
F2	40	145599	69109	35816	39580
F3	40	14889	23703	23029	36083
F4	40	17426	26300	25405	39336
F5	40	341376	168327	74634	57634
F6	40	343110	171427	76349	59416
F7	40	18305	29129	28307	43266
F8	40	17608	28857	27901	42435
F9	40	232978	117101	55378	48741
F10	40	248453	125654	58955	51367
F11	40	74172	54487	35253	41585
F12	40	70724	53367	35040	41323
G1	40	106003	51311	30321	38984
G2	40	103715	49748	29099	37703
G3	40	14326	14080	17762	33978
G4	40	16145	15488	19148	36010
G5	40	170876	83980	43084	44993
G6	40	147498	73801	39309	43530
G7	40	73531	53412	35272	42812
G8	40	73971	53968	36042	44236
G9	40	-13293	-8625	-5575	-4712
G10	40	-13888	-9066	-5902	-5049
G11	40	-13771	-9034	-5941	-5152
G12	40	-11869	-7578	-4869	-4118
H1	40	-11125	-7309	-4786	-4104
H2	40	-12459	-8122	-5322	-4539
H3	40	-11074	-7165	-4610	-3827
H4	40	-13424	-8775	-5635	-4743
H5	40	-12283	-7894	-5026	-4116
H6	40	-12267	-7933	-5039	-4155
H7	40	-13043	-8336	-5316	-4436
H8	40	-13475	-8751	-5615	-4751
H9	40	-14240	-9223	-5925	-4972
H10	40	-14055	-9146	-5878	-4910
H11	40	-12694	-8160	-5242	-4504
H12	40	-12561	-8112	-5258	-4531
